CD_SENADOR;NM_UF;NM_SENADOR;AN_ELEICAO;SG_PARTIDO;QT_VOTACAO_NOMINAL;QT_POPULACAO_UF;CS_SEXO;AN_REFERENCIA;QT_TIPO_DESPESA;QT_FORNECEDOR;DT_NASC;QT_ANOS_IDADE;VL_REEMBOLSADO;QT_MATERIAS_PUBL;QT_RELATORIA;QT_COMISSOES;QT_MEDIA_DIAS_COMISSAO
391;MG;AÉCIO NEVES DA CUNHA;2010;PSDB;7565377;21119536;MASCULINO;2017;7;39;10/03/1960;59;213285,69;12;3;1;126
391;MG;AÉCIO NEVES DA CUNHA;2010;PSDB;7565377;21119536;MASCULINO;2014;4;22;10/03/1960;59;214075,14;21;1;;
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2017;6;61;29/06/1961;57;503429,09;261;22;12;175,91667
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2016;6;58;29/06/1961;57;477079,76;166;13;2;256,5
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2014;6;68;29/06/1961;57;487593,41;283;39;11;158,18182
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2011;6;162;29/06/1961;57;383584,68;266;40;22;688,76923
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2013;6;128;29/06/1961;57;515969,34;288;51;12;408,83333
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2012;6;115;29/06/1961;57;399513,35;263;36;11;543,90909
558;AM;VANESSA GRAZZIOTIN;2010;PC DO B;672920;4063614;FEMININO;2015;6;64;29/06/1961;57;515107,17;298;26;25;465,28571
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2013;6;89;25/05/1959;59;233187,38;61;89;13;383,07692
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2016;5;33;25/05/1959;59;78455,02;28;2;;
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2011;5;75;25/05/1959;59;190093,04;88;80;8;728,625
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2012;6;73;25/05/1959;59;247767,63;77;83;4;345,8
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2014;4;51;25/05/1959;59;166183,39;52;35;5;18,2
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2015;5;46;25/05/1959;59;175530,91;138;74;14;338,64706
604;BA;WALTER DE FREITAS PINHEIRO;2010;PT;3630944;15344447;MASCULINO;2017;1;1;25/05/1959;59;3322,58;;;;
612;CE;EUNICIO LOPES DE OLIVEIRA;2010;PMDB;2688833;9020460;MASCULINO;;;;;;;;;;
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2017;6;127;16/10/1953;65;425858,82;65;39;2;151
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2014;5;93;16/10/1953;65;454502,15;44;36;6;176,16667
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2012;5;107;16/10/1953;65;415677,21;77;47;6;453
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2016;6;126;16/10/1953;65;379273,11;45;44;4;100,75
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2015;6;80;16/10/1953;65;457407,63;134;58;11;522,18182
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2011;6;117;16/10/1953;65;246319,08;28;73;9;908,36364
615;CE;JOSE BARROSO PIMENTEL;2010;PT;2397851;9020460;MASCULINO;2013;6;140;16/10/1953;65;453189,51;65;72;4;327,5
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2011;5;34;16/10/1957;61;189353,96;23;21;7;285,38462
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2015;6;17;16/10/1957;61;396910,09;97;14;9;466,77778
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2017;5;15;16/10/1957;61;314224,38;44;11;2;4
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2016;6;15;16/10/1957;61;378840,79;62;6;4;96
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2014;6;24;16/10/1957;61;390399,38;21;5;;
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2013;6;32;16/10/1957;61;397705,3;37;8;5;608
631;ES;MAGNO PEREIRA MALTA;2010;PR;1285177;4016356;MASCULINO;2012;4;42;16/10/1957;61;316086,76;37;12;5;385
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2017;6;39;17/08/1963;55;339007,21;54;33;8;139,5
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2012;6;18;17/08/1963;55;223393,37;70;68;7;452,57143
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2014;6;31;17/08/1963;55;309739,22;119;36;8;161,5
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2011;6;26;17/08/1963;55;156065,16;56;74;14;604,93333
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2016;6;32;17/08/1963;55;279506,91;110;36;7;180,875
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2013;6;31;17/08/1963;55;255532,04;122;38;24;434,91667
635;ES;RICARDO DE REZENDE FERRACO;2010;PMDB;1557409;4016356;MASCULINO;2015;6;44;17/08/1963;55;312880,76;193;62;12;351,46667
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2012;7;47;15/10/1944;74;252542,4;37;22;4;530,25
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2017;6;79;15/10/1944;74;253071,32;46;10;3;121,2
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2014;6;40;15/10/1944;74;252542,4;43;25;4;192,75
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2011;5;32;15/10/1944;74;219442,83;53;32;14;420,35
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2016;6;89;15/10/1944;74;252453,45;38;11;6;220
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2013;6;51;15/10/1944;74;252542,4;45;25;13;485,23077
643;GO;LÚCIA VÂNIA ABRÃO COSTA;2010;PSDB;1496559;6778772;FEMININO;2015;7;89;15/10/1944;74;251825,05;98;21;13;352,85714
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2013;6;55;24/02/1952;67;400407,74;89;29;11;433,27273
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2016;6;27;24/02/1952;67;156706,42;40;32;9;249,11111
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2012;6;65;24/02/1952;67;321100,62;70;30;9;557
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2014;6;29;24/02/1952;67;198459,2;35;20;9;67
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2017;6;61;24/02/1952;67;409569,65;59;51;5;72,2
715;PE;ARMANDO DE QUEIROZ MONTEIRO NETO;2010;PTB;3142930;9473266;MASCULINO;2011;6;94;24/02/1952;67;283499,3;45;45;12;464,16667
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2016;4;101;21/11/1968;50;440047,81;25;2;1;112
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2015;5;83;21/11/1968;50;419531,8;61;4;11;239,65
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2012;4;125;21/11/1968;50;462108,19;36;35;8;382,7
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2017;3;130;21/11/1968;50;433236,29;23;3;;
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2011;4;59;21/11/1968;50;369972,38;42;46;15;766,2
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2014;6;113;21/11/1968;50;430496,82;34;7;3;247,66667
739;PI;CIRO NOGUEIRA LIMA FILHO;2010;PP;695875;3219257;MASCULINO;2013;5;116;21/11/1968;50;427349,59;43;19;13;595,07143
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2012;5;220;15/03/1950;69;391115,68;237;42;6;583,16667
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2011;7;243;15/03/1950;69;341776,42;198;72;7;1031,5714
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2013;6;225;15/03/1950;69;360963,42;212;44;19;345,52381
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2015;6;164;15/03/1950;69;253614,72;422;48;12;484,76923
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2016;6;233;15/03/1950;69;417713,7;272;35;3;75,666667
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2014;5;202;15/03/1950;69;359412,8;149;24;4;118,8
825;RS;PAULO RENATO PAIM;2010;PT;3895822;11322895;MASCULINO;2017;6;234;15/03/1950;69;430481,06;360;38;1;239
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2017;6;39;05/04/1945;74;51729,82;8;;1;29
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2015;6;69;05/04/1945;74;275529,79;195;61;18;449,09524
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2012;6;98;05/04/1945;74;267217,86;109;78;6;386,83333
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2016;6;72;05/04/1945;74;284998,67;74;18;4;194,75
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2011;6;75;05/04/1945;74;186688,84;80;118;18;611,59259
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2014;6;64;05/04/1945;74;223489,82;149;53;8;90
846;SP;ALOYSIO NUNES FERREIRA FILHO;2010;PSDB;11189168;45094866;MASCULINO;2013;6;105;05/04/1945;74;251763,49;180;63;22;310,73913
916;TO;JOÃO BATISTA DE JESUS RIBEIRO;2010;PR;375090;1550194;MASCULINO;2012;3;19;25/06/1954;64;291259,81;13;14;5;240,85714
916;TO;JOÃO BATISTA DE JESUS RIBEIRO;2010;PR;375090;1550194;MASCULINO;2011;4;11;25/06/1954;64;151795,26;8;18;5;204,7
916;TO;JOÃO BATISTA DE JESUS RIBEIRO;2010;PR;375090;1550194;MASCULINO;2013;2;7;25/06/1954;64;44199,34;3;1;4;146
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2017;5;10;01/10/1935;83;315466,87;18;43;3;40,666667
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2014;5;11;01/10/1935;83;336811,3;16;11;6;202,16667
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2011;4;14;01/10/1935;83;258346,96;2;13;10;498,4
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2012;4;7;01/10/1935;83;68560,43;3;7;4;99,5
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2015;5;8;01/10/1935;83;275077,72;40;13;10;598,45455
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2016;4;7;01/10/1935;83;196745,37;5;7;1;101
950;MA;JOÃO ALBERTO DE SOUZA;2010;PMDB;1546298;7000229;MASCULINO;2013;6;9;01/10/1935;83;427631,11;15;20;9;626,33333
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2016;6;41;10/10/1951;67;265638,06;54;20;9;168,6
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2012;6;106;10/10/1951;67;333746,02;38;29;3;354,33333
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2013;6;88;10/10/1951;67;385304,89;70;17;9;415,7
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2014;6;85;10/10/1951;67;384936,15;48;29;4;270,5
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2015;7;59;10/10/1951;67;317605,35;141;44;11;405,45455
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2017;6;64;10/10/1951;67;254502,95;33;48;4;16,5
1176;MS;WALDEMIR MOKA MIRANDA DE BRITO;2010;PMDB;544933;2713147;MASCULINO;2011;6;80;10/10/1951;67;262031,37;37;49;19;579,52381
1754;MG;ITAMAR AUGUSTO CAUTIERO FRANCO;2010;PPS;5125455;21119536;MASCULINO;;;;;;;;;;
2632;PA;FERNANDO DE SOUZA FLEXA RIBEIRO;2010;PSDB;1817644;8366628;MASCULINO;;;;;;;;;;
3360;MS;DELCÍDIO DO AMARAL GOMEZ;2010;PT;826848;2713147;MASCULINO;2014;4;14;08/02/1955;64;215269,29;12;6;;
3360;MS;DELCÍDIO DO AMARAL GOMEZ;2010;PT;826848;2713147;MASCULINO;2012;5;18;08/02/1955;64;306174,71;46;34;4;501,5
3360;MS;DELCÍDIO DO AMARAL GOMEZ;2010;PT;826848;2713147;MASCULINO;2015;3;15;08/02/1955;64;243099,92;115;18;13;283,8
3360;MS;DELCÍDIO DO AMARAL GOMEZ;2010;PT;826848;2713147;MASCULINO;2013;5;15;08/02/1955;64;321745,48;51;24;6;476,33333
3360;MS;DELCÍDIO DO AMARAL GOMEZ;2010;PT;826848;2713147;MASCULINO;2011;5;18;08/02/1955;64;250104,89;47;42;13;1064,9231
3366;RJ;MARCELO BEZERRA CRIVELLA;2010;PRB;3332886;16718956;MASCULINO;2012;4;23;09/10/1957;61;23282,3;8;11;;
3366;RJ;MARCELO BEZERRA CRIVELLA;2010;PRB;3332886;16718956;MASCULINO;2016;6;155;09/10/1957;61;180992,11;28;3;14;96,285714
3366;RJ;MARCELO BEZERRA CRIVELLA;2010;PRB;3332886;16718956;MASCULINO;2015;6;172;09/10/1957;61;379497,05;92;61;19;295,71429
3366;RJ;MARCELO BEZERRA CRIVELLA;2010;PRB;3332886;16718956;MASCULINO;2014;6;50;09/10/1957;61;166400,77;29;22;14;193,73333
3366;RJ;MARCELO BEZERRA CRIVELLA;2010;PRB;3332886;16718956;MASCULINO;2011;6;214;09/10/1957;61;262510,82;85;54;15;275,5
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2016;4;79;24/08/1955;63;415018,64;54;33;5;179,8
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2015;4;63;24/08/1955;63;413572,28;150;91;18;514,75
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2011;5;43;24/08/1955;63;320470,38;28;99;17;552,83333
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2013;4;53;24/08/1955;63;415382,4;82;88;15;470,5625
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2012;5;36;24/08/1955;63;275702,22;46;58;11;113,57143
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2017;4;98;24/08/1955;63;409549,02;65;34;3;78,666667
3372;RO;VALDIR RAUPP DE MATOS;2010;PMDB;481420;1805788;MASCULINO;2014;4;32;24/08/1955;63;415382,4;53;61;9;205,33333
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2016;6;60;06/05/1947;71;502997,57;70;9;1;101
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2015;6;74;06/05/1947;71;513999,08;172;20;10;525,09091
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2011;5;15;06/05/1947;71;35886,78;3;22;4;950,25
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2017;6;50;06/05/1947;71;509948,87;56;8;7;151,375
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2013;7;129;06/05/1947;71;487372,71;77;26;9;494,4
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2012;6;132;06/05/1947;71;448980,13;42;38;2;335,5
3394;AP;JOAO ALBERTO RODRIGUES CAPIBERIBE;2010;PSB;130411;797722;MASCULINO;2014;7;77;06/05/1947;71;395256,93;46;14;9;204
3398;DF;CRISTOVAM RICARDO CAVALCANTI BUARQUE;2010;PDT;833480;3039444;MASCULINO;;;;;;;;;;
3399;GO;DEMOSTENES LAZARO XAVIER TORRES;2010;DEM;2158812;6778772;MASCULINO;2012;6;17;23/01/1961;58;96114,88;7;1;2;48,5
3399;GO;DEMOSTENES LAZARO XAVIER TORRES;2010;DEM;2158812;6778772;MASCULINO;2011;6;19;23/01/1961;58;247356,53;66;45;13;213,21053
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2011;5;18;08/12/1969;49;270527,16;106;27;15;751,35294
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2017;4;11;08/12/1969;49;375321,04;226;28;5;38,285714
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2016;3;7;08/12/1969;49;372467,29;77;31;6;164,33333
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2015;4;6;08/12/1969;49;378970,03;102;39;14;364,75
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2013;2;11;08/12/1969;49;375873,43;52;10;4;362
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2012;5;18;08/12/1969;49;364313,83;45;22;2;686,5
3695;RJ;LUIZ LINDBERGH FARIAS FILHO;2010;PT;4213749;16718956;MASCULINO;2014;2;5;08/12/1969;49;350057,46;23;11;;
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2014;6;178;20/03/1957;62;297033,62;37;4;6;80,333333
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2017;5;195;20/03/1957;62;352392,83;57;2;3;23,666667
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2012;6;265;20/03/1957;62;391410,72;62;28;4;655
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2011;6;255;20/03/1957;62;258730,59;53;32;11;543,33333
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2013;5;193;20/03/1957;62;298936,11;45;16;10;258,2
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2016;5;217;20/03/1957;62;394455,84;69;2;2;138
3741;SC;PAULO ROBERTO BAUER;2010;PSDB;1588403;7001161;MASCULINO;2015;6;225;20/03/1957;62;392837,72;81;8;11;277,23077
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2014;4;48;01/05/1942;76;144331,81;25;31;2;204,5
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2013;6;39;01/05/1942;76;263300,97;49;54;10;571,3
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2011;6;44;01/05/1942;76;163840,65;24;68;10;633,8
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2016;4;40;01/05/1942;76;172961,28;30;4;1;14
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2017;4;25;01/05/1942;76;175683,97;41;6;5;14,2
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2015;4;35;01/05/1942;76;183695,11;108;24;18;244,48148
3823;AL;BENEDITO DE LIRA;2010;PP;904345;3375823;MASCULINO;2012;4;68;01/05/1942;76;179224,38;55;59;6;340,125
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2011;6;40;20/04/1960;58;370438,24;16;31;14;633,42857
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2012;6;28;20/04/1960;58;460001,07;28;50;10;359,08333
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2016;5;23;20/04/1960;58;463456,45;29;19;7;214,25
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2014;6;25;20/04/1960;58;466253,38;35;24;12;173,23077
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2017;5;31;20/04/1960;58;447119,08;40;38;3;142,33333
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2013;5;31;20/04/1960;58;464521,52;41;37;20;307,12
4560;AC;SERGIO DE OLIVEIRA CUNHA;2010;PMN;199956;829.619;MASCULINO;2015;5;19;20/04/1960;58;462861,19;90;30;15;444,55556
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2017;5;93;12/03/1956;63;278951,18;115;25;8;123,90909
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2012;5;252;12/03/1956;63;374339,59;72;49;7;457,42857
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2014;6;116;12/03/1956;63;327271,78;58;23;8;27,125
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2011;6;207;12/03/1956;63;281105,93;74;67;19;589,37037
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2016;6;106;12/03/1956;63;262078,34;91;13;3;236,75
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2013;6;218;12/03/1956;63;390293,96;108;61;18;395,21053
4575;BA;LIDICE DA MATA E SOUZA;2010;PSB;3385300;15344447;FEMININO;2015;6;184;12/03/1956;63;406615,32;178;39;24;468,52
4593;DF;RODRIGO SOBRAL ROLLEMBERG;2010;PSB;738575;3039444;MASCULINO;;;;;;;;;;
4645;PB;VITAL DO REGO FILHO;2010;PMDB;869501;4025558;MASCULINO;2014;4;71;21/09/1963;55;288397,83;56;17;10;133,2
4645;PB;VITAL DO REGO FILHO;2010;PMDB;869501;4025558;MASCULINO;2012;6;135;21/09/1963;55;383512,41;71;58;9;451,3
4645;PB;VITAL DO REGO FILHO;2010;PMDB;869501;4025558;MASCULINO;2013;5;112;21/09/1963;55;342924,06;133;74;24;504,58333
4645;PB;VITAL DO REGO FILHO;2010;PMDB;869501;4025558;MASCULINO;2011;5;149;21/09/1963;55;215750,78;68;113;22;624,04545
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2013;6;21;03/02/1962;57;420982,53;71;84;8;569,875
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2015;5;31;03/02/1962;57;409183,83;103;66;16;483,05882
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2014;5;22;03/02/1962;57;382400,15;53;45;3;345,33333
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2016;5;22;03/02/1962;57;429605,98;59;41;2;241,5
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2011;6;37;03/02/1962;57;379859,94;34;93;13;910,76923
