CD_SENADOR;NM_UF;NM_SENADOR;AN_ELEICAO;SG_PARTIDO;QT_VOTACAO_NOMINAL;QT_POPULACAO_UF;CS_SEXO;AN_REFERENCIA;QT_TIPO_DESPESA;QT_FORNECEDOR;DT_NASC;QT_ANOS_IDADE;VL_REEMBOLSADO;QT_MATERIAS_PUBL;QT_RELATORIA;QT_COMISSOES;QT_MEDIA_DIAS_COMISSAO
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2012;6;24;03/02/1962;57;414270,32;45;90;2;133,75
4697;RR;ANGELA MARIA GOMES PORTELA;2010;PT;110993;522636;FEMININO;2017;5;27;03/02/1962;57;424367,34;49;19;5;103,125
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2013;6;67;17/05/1963;55;318030,66;51;64;34;430,08108
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2014;6;35;17/05/1963;55;183500,93;28;35;17;139,11765
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2012;7;45;17/05/1963;55;221216,3;38;27;11;417,81818
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2016;7;43;17/05/1963;55;305915,14;58;20;7;180,375
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2017;6;42;17/05/1963;55;329374,49;56;47;2;82,5
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2011;5;26;17/05/1963;55;171722,48;38;37;21;298,27273
4721;SE;EDUARDO ALVES DO AMORIM;2010;PSC;625959;2288116;MASCULINO;2015;7;46;17/05/1963;55;355302;126;65;32;504,38235
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2014;6;39;01/10/1957;61;301065,69;29;10;20;122,78261
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2011;5;84;01/10/1957;61;255917,87;28;17;13;253,75
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2016;5;16;01/10/1957;61;299890,52;25;15;;
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2013;5;41;01/10/1957;61;207605,15;27;8;21;52,590909
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2012;6;114;01/10/1957;61;251195,18;25;8;16;177,82353
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2017;3;14;01/10/1957;61;302582,4;32;6;4;93,75
4763;TO;VICENTE ALVES DE OLIVEIRA;2010;PR;332295;1550194;MASCULINO;2015;6;19;01/10/1957;61;302582,4;58;67;8;392,54545
4935;RN;GARIBALDI ALVES FILHO;2010;PMDB;1042272;3507003;MASCULINO;2012;3;38;27/05/1923;95;120200,7;18;;1;823
4935;RN;GARIBALDI ALVES FILHO;2010;PMDB;1042272;3507003;MASCULINO;2013;3;27;27/05/1923;95;132692,42;5;;2;703
4935;RN;GARIBALDI ALVES FILHO;2010;PMDB;1042272;3507003;MASCULINO;2011;3;23;27/05/1923;95;65530,24;6;6;6;299,16667
4935;RN;GARIBALDI ALVES FILHO;2010;PMDB;1042272;3507003;MASCULINO;2014;2;5;27/05/1923;95;9184,99;7;;;
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2016;5;139;23/03/1945;74;167090,43;139;34;4;123,5
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2015;5;139;23/03/1945;74;144937,71;263;65;14;422,26316
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2011;6;172;23/03/1945;74;108602,86;226;84;15;781,73333
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2017;5;123;23/03/1945;74;134989,96;86;39;4;99,5
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2012;6;156;23/03/1945;74;124669,28;192;65;7;532,85714
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2014;5;101;23/03/1945;74;114444,32;162;46;10;171,3
4988;RS;ANA AMELIA DE LEMOS;2010;PP;3401241;11322895;FEMININO;2013;6;117;23/03/1945;74;121660,01;202;65;18;406,72222
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2014;7;78;20/09/1959;59;342042,8;44;41;8;197
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2013;5;97;20/09/1959;59;325879,1;70;32;9;547
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2012;6;103;20/09/1959;59;308272,29;53;32;7;471,375
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2017;6;53;20/09/1959;59;340340,36;114;45;;
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2015;6;72;20/09/1959;59;334708,56;109;96;14;549,6
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2016;6;61;20/09/1959;59;363350,03;52;55;3;147,5
4990;AC;JORGE NEY VIANA MACEDO NEVES;2010;PT;205593;829.619;MASCULINO;2011;6;92;20/09/1959;59;221686,79;58;40;17;793,94444
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2012;2;6;06/12/1960;58;354484,02;88;31;6;296,66667
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2013;3;5;06/12/1960;58;370765,85;60;22;9;601,66667
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2011;1;2;06/12/1960;58;49702,57;82;30;16;712,27778
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2014;2;6;06/12/1960;58;188518,56;44;16;3;213,66667
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2017;4;21;06/12/1960;58;491105,83;46;11;5;12,6
4994;AM;CARLOS EDUARDO DE SOUZA BRAGA;2010;PMDB;1236970;4063614;MASCULINO;2016;4;8;06/12/1960;58;293426,22;14;5;5;253,6
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2014;1;2;18/03/1945;74;8278,56;2;20;5;55,4
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2012;6;99;18/03/1945;74;187381,91;33;11;3;132,66667
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2016;6;14;18/03/1945;74;291299,63;32;14;5;187,28571
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2015;6;35;18/03/1945;74;205920,65;85;28;14;298,14286
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2017;6;60;18/03/1945;74;287673,02;61;36;1;230
5000;SP;MARTA SUPLICY;2010;PT;8314027;45094866;FEMININO;2011;6;92;18/03/1945;74;119117,68;37;31;10;710,3
5002;SC;LUIZ HENRIQUE DA SILVEIRA;2010;PMDB;1784019;7001161;MASCULINO;2012;6;105;25/02/1940;79;282551,04;36;45;5;296,4
5002;SC;LUIZ HENRIQUE DA SILVEIRA;2010;PMDB;1784019;7001161;MASCULINO;2014;6;70;25/02/1940;79;341506,33;46;28;3;105
5002;SC;LUIZ HENRIQUE DA SILVEIRA;2010;PMDB;1784019;7001161;MASCULINO;2013;6;98;25/02/1940;79;331428,26;94;45;17;456,66667
5002;SC;LUIZ HENRIQUE DA SILVEIRA;2010;PMDB;1784019;7001161;MASCULINO;2015;6;47;25/02/1940;79;114444,54;43;1;9;58,111111
5002;SC;LUIZ HENRIQUE DA SILVEIRA;2010;PMDB;1784019;7001161;MASCULINO;2011;5;106;25/02/1940;79;203555,41;42;55;13;642,73333
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2016;6;130;20/01/1959;60;413382,4;41;11;1;28
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2017;6;68;20/01/1959;60;410696,19;44;1;1;8
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2011;5;114;20/01/1959;60;204838,18;25;37;10;299,66667
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2015;5;91;20/01/1959;60;415182,4;84;18;13;374,52632
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2012;6;220;20/01/1959;60;415256,7;53;61;6;495,16667
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2013;6;148;20/01/1959;60;415382,4;52;30;14;425,8125
5004;RO;IVO NARCISO CASSOL;2010;PP;454087;1805788;MASCULINO;2014;6;123;20/01/1959;60;292140,19;27;16;9;116,88889
5006;PR;GLEISI HELENA HOFFMANN;2010;PT;3196468;11320892;FEMININO;2011;6;138;06/09/1965;53;64112,77;33;26;11;257,5
5006;PR;GLEISI HELENA HOFFMANN;2010;PT;3196468;11320892;FEMININO;2014;6;52;06/09/1965;53;238601,58;35;25;7;298,85714
5006;PR;GLEISI HELENA HOFFMANN;2010;PT;3196468;11320892;FEMININO;2017;6;192;06/09/1965;53;376432,98;97;27;3;82,25
5006;PR;GLEISI HELENA HOFFMANN;2010;PT;3196468;11320892;FEMININO;2015;6;154;06/09/1965;53;366922,79;113;32;12;344,92857
5006;PR;GLEISI HELENA HOFFMANN;2010;PT;3196468;11320892;FEMININO;2016;5;139;06/09/1965;53;343444,72;85;13;6;244,83333
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2017;6;223;07/07/1957;61;431928,93;96;7;5;31,333333
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2011;6;266;07/07/1957;61;287177,26;107;30;10;893,45455
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2015;6;155;07/07/1957;61;415062,91;140;30;19;328,08696
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2016;6;189;07/07/1957;61;433763,14;114;12;6;237,66667
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2013;7;326;07/07/1957;61;357477,73;100;55;4;411
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2014;6;171;07/07/1957;61;386731,86;93;35;10;169,8
5008;PE;HUMBERTO SERGIO COSTA LIMA;2010;PT;3059818;9473266;MASCULINO;2012;7;450;07/07/1957;61;411800,24;55;43;4;499,25
5010;MT;JOSÉ PEDRO GONÇALVES TAQUES;2010;PDT;708440;3344544;MASCULINO;2011;5;111;15/03/1968;51;201865,41;80;45;15;660,66667
5010;MT;JOSÉ PEDRO GONÇALVES TAQUES;2010;PDT;708440;3344544;MASCULINO;2013;5;128;15/03/1968;51;237510,9;143;21;9;322,7
5010;MT;JOSÉ PEDRO GONÇALVES TAQUES;2010;PDT;708440;3344544;MASCULINO;2014;5;72;15/03/1968;51;232048,24;48;8;3;182
5010;MT;JOSÉ PEDRO GONÇALVES TAQUES;2010;PDT;708440;3344544;MASCULINO;2012;5;57;15/03/1968;51;236539,38;118;32;5;655,83333
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2017;6;33;06/11/1972;46;411741,05;115;18;10;167,1
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2012;6;108;06/11/1972;46;380012,42;112;34;11;315,25
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2015;5;44;06/11/1972;46;436303,85;249;47;22;372,23077
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2011;6;90;06/11/1972;46;298588,99;86;54;14;597,71429
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2016;6;43;06/11/1972;46;469208,98;144;17;5;123,8
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2013;6;117;06/11/1972;46;366455,74;176;31;25;463,33333
5012;AP;RANDOLPH FREDERICH RODRIGUES ALVES;2010;PSOL;203259;797722;MASCULINO;2014;6;65;06/11/1972;46;381808,02;100;29;5;132,8
5016;PI;JOSE WELLINGTON BARROSO DE ARAUJO DIAS;2010;PT;997513;3219257;MASCULINO;2013;5;118;05/03/1962;57;465101,72;97;16;9;220
5016;PI;JOSE WELLINGTON BARROSO DE ARAUJO DIAS;2010;PT;997513;3219257;MASCULINO;2011;5;56;05/03/1962;57;326862,12;46;42;15;1007,75
5016;PI;JOSE WELLINGTON BARROSO DE ARAUJO DIAS;2010;PT;997513;3219257;MASCULINO;2012;5;39;05/03/1962;57;421996,11;47;25;5;601,66667
5016;PI;JOSE WELLINGTON BARROSO DE ARAUJO DIAS;2010;PT;997513;3219257;MASCULINO;2014;5;62;05/03/1962;57;371695,72;25;1;6;142,16667
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2015;6;79;05/04/1963;55;409746,5;203;2;12;340,91667
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2012;6;89;05/04/1963;55;199499,9;48;11;6;466,66667
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2017;6;77;05/04/1963;55;400008;53;26;1;12
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2016;6;58;05/04/1963;55;170378,9;39;6;2;99
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2011;2;13;05/04/1963;55;12827,54;6;12;4;448
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2014;6;82;05/04/1963;55;125204,45;35;5;5;82
5197;PB;CASSIO RODRIGUES DA CUNHA LIMA;2010;PSDB;1004183;4025558;MASCULINO;2013;6;103;05/04/1963;55;317883,89;73;19;8;321,75
90;SP;JOSE SERRA;2014;PSDB;11105874;45094866;MASCULINO;;;;;;;;;;
374;PA;PAULO ROCHA;2014;PT;1566350;8366628;MASCULINO;;;;;;;;;;
456;GO;RONALDO CAIADO;2014;DEM;1283665;6778772;MASCULINO;;;;;;;;;;
677;MA;ROBERTO ROCHA;2014;PSB;1476840;7000229;MASCULINO;;;;;;;;;;
1173;MT;WELLINGTON FAGUNDES;2014;PR;646344;3344544;MASCULINO;;;;;;;;;;
2331;ES;ROSE DE FREITAS;2014;PMDB;776978;4016356;FEMININO;;;;;;;;;;
3361;PB;JOSE MARANHAO;2014;PMDB;647271;4025558;MASCULINO;;;;;;;;;;
3396;CE;TASSO JEREISSATI;2014;PSDB;2314796;9020460;MASCULINO;;;;;;;;;;
3713;RN;FATIMA;2014;PT;808055;3507003;FEMININO;;;;;;;;;;
3830;AP;DAVID ALCOLUMBRE;2014;DEM;131695;797722;MASCULINO;;;;;;;;;;
4558;AC;GLADSON CAMELI;2014;PP;218756;829.619;MASCULINO;;;;;;;;;;
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2014;5;20;25/02/1962;57;382905,25;48;31;9;145,55556
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2015;5;22;25/02/1962;57;412941,5;135;38;17;321,47059
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2016;6;19;25/02/1962;57;301970,88;32;17;6;194,33333
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2011;5;74;25/02/1962;57;315733,66;110;49;15;301
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2012;6;38;25/02/1962;57;280383,11;65;33;10;432,7
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2013;6;50;25/02/1962;57;409890,04;85;51;13;335,61538
4981;RO;ACIR GURGACZ;2014;PDT;312614;1805788;MASCULINO;2017;6;26;25/02/1962;57;400382,5;71;22;7;72
5236;DF;REGUFFE;2014;PDT;826576;3039444;MASCULINO;;;;;;;;;;
5322;RJ;ROMARIO;2014;PSB;4683963;16718956;MASCULINO;;;;;;;;;;
5523;BA;OTTO ALENCAR;2014;PSD;3341111;15344447;MASCULINO;;;;;;;;;;
5525;AM;OMAR AZIZ;2014;PSD;933996;4063614;MASCULINO;;;;;;;;;;
5527;MS;SIMONE TEBET;2014;PMDB;640336;2713147;FEMININO;;;;;;;;;;
5529;MG;ANTONIO ANASTASIA;2014;PSDB;5102987;21119536;MASCULINO;;;;;;;;;;
5531;PI;ELMANO;2014;PTB;981219;3219257;MASCULINO;;;;;;;;;;
5533;RS;LASIER MARTINS;2014;PDT;2145479;11322895;MASCULINO;;;;;;;;;;
5535;RR;TELMARIO MOTA;2014;PDT;96888;522636;MASCULINO;;;;;;;;;;
5537;SC;DARIO;2014;PMDB;1308521;7001161;MASCULINO;;;;;;;;;;
5540;PE;FERNANDO BEZERRA COELHO;2014;PTB;2655912;9473266;MASCULINO;;;;;;;;;;
3622;;;;;;;;2011;1;1;19/04/1945;73;15000;;;;
3651;;;;;;;;2011;2;31;10/01/1947;72;15000;;;;
3433;;;;;;;;2011;2;9;28/09/1953;65;15000;;;;
4869;;;;;;;;2012;7;54;26/07/1958;60;299559,01;65;26;3;437,33333
4869;;;;;;;;2014;6;57;26/07/1958;60;294237,27;95;21;7;237,57143
4869;;;;;;;;2011;7;127;26/07/1958;60;249877,97;47;51;15;632,875
4869;;;;;;;;2013;6;59;26/07/1958;60;315342,57;108;28;3;593,66667
4869;;;;;;;;2015;3;5;26/07/1958;60;9189,45;;;;
4837;;;;;;;;2015;5;14;13/12/1962;56;21160,45;;;;
4837;;;;;;;;2012;5;200;13/12/1962;56;413930,95;68;79;6;555
4837;;;;;;;;2011;7;147;13/12/1962;56;274017,19;41;101;9;864,1
4837;;;;;;;;2014;6;109;13/12/1962;56;379667,52;61;40;10;153,3
4837;;;;;;;;2013;7;174;13/12/1962;56;463830;92;76;16;354,38889
118;;;;;;;;2011;2;7;24/09/1952;66;14941,47;;;;
4891;;;;;;;;2013;5;14;14/07/1941;77;16688,73;3;;;
4891;;;;;;;;2011;6;46;14/07/1941;77;155519,33;6;11;1;475
4891;;;;;;;;2012;6;33;14/07/1941;77;250871,02;11;3;4;208,14286
5164;;;;;;;;2013;4;17;18/12/1959;59;143984,67;47;11;8;116,66667
5164;;;;;;;;2011;3;12;18/12/1959;59;105908,62;16;19;5;103,6
5164;;;;;;;;2017;4;28;18/12/1959;59;264956,64;81;3;2;63
5164;;;;;;;;2014;5;27;18/12/1959;59;284403,73;31;11;22;50,590909
5164;;;;;;;;2015;5;29;18/12/1959;59;292559,49;174;15;10;469,66667
5164;;;;;;;;2016;4;20;18/12/1959;59;299616,21;69;10;4;61,5
3432;;;;;;;;2011;2;4;24/12/1947;71;14700;;;;
13;;;;;;;;2013;6;119;02/04/1942;77;315005,08;62;12;10;417,1
13;;;;;;;;2012;6;163;02/04/1942;77;291071,25;58;32;2;446,5
13;;;;;;;;2015;5;20;02/04/1942;77;14608,15;;;;
13;;;;;;;;2011;6;153;02/04/1942;77;227057,03;31;28;10;616,8
13;;;;;;;;2014;6;106;02/04/1942;77;326156,25;36;4;3;117
4895;;;;;;;;2011;4;16;12/10/1952;66;100085,27;22;13;9;210
4895;;;;;;;;2013;5;16;12/10/1952;66;118713,24;67;7;5;439,6
4895;;;;;;;;2012;5;14;12/10/1952;66;130681,07;48;7;5;453
4895;;;;;;;;2014;4;12;12/10/1952;66;71148,13;16;2;1;161
3881;;;;;;;;2012;4;12;08/02/1969;50;248503,88;2;1;5;106,5
3881;;;;;;;;2011;5;12;08/02/1969;50;94662,07;;4;6;293,85714
4877;;;;;;;;2015;3;4;04/02/1946;73;21045,2;;;;
4877;;;;;;;;2011;7;40;04/02/1946;73;231160,95;80;142;19;368,03226
4877;;;;;;;;2012;6;32;04/02/1946;73;242630,49;103;149;6;443,33333
4877;;;;;;;;2013;7;28;04/02/1946;73;228248,94;126;32;18;369,94737
4877;;;;;;;;2014;7;29;04/02/1946;73;251617,46;108;18;8;199,125
3637;;;;;;;;2011;4;94;03/06/1956;62;14643,61;;;;
3400;;;;;;;;2011;3;15;09/09/1948;70;15000;;;2;634
707;;;;;;;;2011;2;2;04/09/1952;66;14997;;;;
3634;;;;;;;;2012;7;47;12/09/1945;73;321084,05;80;114;3;278,33333
3634;;;;;;;;2014;5;39;12/09/1945;73;386931,72;61;69;5;252
3634;;;;;;;;2015;6;30;12/09/1945;73;350582,62;201;153;16;437,16667
3634;;;;;;;;2017;7;35;12/09/1945;73;422372,64;89;58;1;58,5
3634;;;;;;;;2016;7;34;12/09/1945;73;364022,34;76;42;6;276,83333
3634;;;;;;;;2013;5;41;12/09/1945;73;304058,78;116;117;17;462,94737
3634;;;;;;;;2011;7;44;12/09/1945;73;335215,16;84;75;11;552,5
4522;;;;;;;;2011;3;15;16/05/1953;65;315031,42;15;3;6;170,16667
3392;;;;;;;;2011;1;2;06/11/1948;70;793,25;;;;
28;;;;;;;;2011;4;29;29/06/1941;77;4589,98;;;;
3626;;;;;;;;2011;1;13;09/02/1947;72;5370,85;;;;
30;;;;;;;;2011;3;5;01/08/1958;60;44730;4;;7;91,571429
4776;;;;;;;;2011;3;5;05/04/1962;56;240467,43;37;53;13;355
4776;;;;;;;;2014;2;4;05/04/1962;56;247450;46;18;16;146,125
4776;;;;;;;;2013;3;10;05/04/1962;56;232960,74;82;49;22;289,84
4776;;;;;;;;2012;4;10;05/04/1962;56;252144,47;72;73;17;305,68421
1179;;;;;;;;2011;4;28;17/08/1939;79;12466,28;;;;
740;;;;;;;;2011;4;14;01/08/1950;68;15000;;;;
4937;;;;;;;;2011;3;23;16/08/1959;59;11133,19;;4;7;113,85714
4937;;;;;;;;2015;4;11;16/08/1959;59;18459,62;;;;
4937;;;;;;;;2014;4;74;16/08/1959;59;227841,06;19;;4;118,75
4937;;;;;;;;2012;3;58;16/08/1959;59;35294,97;2;1;;
4792;;;;;;;;2011;2;4;31/05/1959;59;1234,92;;;;
3593;;;;;;;;2011;2;10;16/07/1942;76;9447,8;;;;
4774;;;;;;;;2011;6;74;14/09/1952;66;65268,25;19;9;13;108,07692
3652;;;;;;;;2011;2;5;25/10/1943;75;3103,88;;;;
4547;;;;;;;;2011;5;26;27/03/1959;60;14399,15;;;;
5156;;;;;;;;2012;5;26;31/03/1959;60;69348,25;17;1;3;27
5156;;;;;;;;2011;2;12;31/03/1959;60;19345,6;4;10;10;117,6
3579;;;;;;;;2014;3;9;17/09/1964;54;241031,15;27;15;;
3579;;;;;;;;2013;3;10;17/09/1964;54;281126,22;42;59;10;328
3579;;;;;;;;2011;4;9;17/09/1964;54;173262,64;26;73;14;720,78571
3579;;;;;;;;2012;4;9;17/09/1964;54;244626,74;23;40;2;74,5
3643;;;;;;;;2011;3;32;20/03/1956;63;13326,1;;;;
3364;;;;;;;;2011;1;1;13/10/1942;76;15000;;;;
59;;;;;;;;2011;3;8;08/02/1958;61;6489,54;;;;
4998;;;;;;;;2011;7;332;07/03/1959;60;332638,96;55;13;11;239,90909
3644;;;;;;;;2011;3;18;08/09/1938;80;15000;;;;
66;;;;;;;;2011;4;51;10/05/1952;66;15000;;;;
3393;;;;;;;;2011;2;3;27/08/1952;66;618,8;;;;
3397;;;;;;;;2011;3;4;10/10/1962;56;14030,19;;;;
5020;;;;;;;;2013;5;54;25/10/1959;59;265241,35;71;17;18;352,68182
5020;;;;;;;;2014;5;48;25/10/1959;59;216140,91;44;10;8;150,625
5020;;;;;;;;2012;6;54;25/10/1959;59;223172,68;95;18;7;379,71429
5020;;;;;;;;2011;6;50;25/10/1959;59;196138,41;42;35;15;447,06667
5072;;;;;;;;2011;5;103;07/04/1936;83;133130,03;13;7;10;110,9
3631;;;;;;;;2011;2;6;05/05/1946;72;4179,16;;;;
5048;;;;;;;;2013;7;281;13/03/1971;48;353359,25;94;71;17;234,64706
5048;;;;;;;;2011;7;147;13/03/1971;48;149508,13;35;69;9;583,9
5048;;;;;;;;2014;5;29;13/03/1971;48;23655,25;;;;
5048;;;;;;;;2012;7;223;13/03/1971;48;267472,23;106;91;14;415,17647
3375;;;;;;;;2011;4;12;09/09/1949;69;7861,7;;;;
3362;;;;;;;;2011;4;16;02/04/1945;74;14429,31;;;;
3629;;;;;;;;2011;5;12;03/12/1943;75;11876,27;;;;
3811;;;;;;;;2011;6;88;10/06/1957;61;282758,27;18;3;13;218,15385
5144;;;;;;;;2015;4;49;22/02/1957;62;341787,74;73;49;6;671,66667
5144;;;;;;;;2011;4;32;22/02/1957;62;161942,97;10;6;5;925,83333
5144;;;;;;;;2016;5;115;22/02/1957;62;322433,8;24;20;7;221,14286
5144;;;;;;;;2017;5;275;22/02/1957;62;331094,1;10;17;;
5144;;;;;;;;2012;4;27;22/02/1957;62;335361,85;27;2;1;357
5144;;;;;;;;2013;5;23;22/02/1957;62;222520,97;43;41;5;167
5144;;;;;;;;2014;6;24;22/02/1957;62;254646,81;27;34;3;137
